Injury_ID,Injury_Location,Condition_Name,Severity,Affected_Workout_Types,Recommended_Modifications
INJ_2200,Wrist / Elbow,Carpal Tunnel Syndrome,Mild,Push (Chest/Shoulders/Triceps) & Upper Body,Substitute push-ups with forearm planks or knuckle push-ups | Avoid heavy gripping (use straps for pulling)
INJ_2201,Wrist / Elbow,Golfer's Elbow,Mild,Pull (Back/Biceps) & Upper Body,Use neutral grips (hammer curls instead of regular)
INJ_2202,Lower Back,Sciatica,Mild,Core & Cardio,Substitute sit-ups with planks or bird-dogs | Keep spine neutral
INJ_2203,Lower Back,Sciatica,Mild,Full Body,Substitute sit-ups with planks or bird-dogs | Keep spine neutral
INJ_2204,Knee,Patellar Tendinitis,Moderate,Full Body & Legs,"Avoid high-impact jumps (Box Jumps, Burpees) | Substitute Squats/Lunges with Glute Bridges or Wall Sits"
INJ_2205,Ankle / Foot,Shin Splints,Rehabilitating,Legs & Core & Cardio,"Wear supportive footwear during lifts | Avoid running, jumping, and high-impact cardio"
INJ_2206,Ankle / Foot,Ankle Sprain,Rehabilitating,Full Body,Substitute standing calf raises with seated
INJ_2207,Ankle / Foot,Achilles Tendinitis,Chronic/Recurring,Core & Cardio & Legs,Substitute standing calf raises with seated | Wear supportive footwear during lifts
INJ_2208,Ankle / Foot,Flat Feet Pain,Chronic/Recurring,Core & Cardio & Legs,Substitute standing calf raises with seated
INJ_2209,Shoulder,Frozen Shoulder (Mild),Chronic/Recurring,Push (Chest/Shoulders/Triceps) & Upper Body,Avoid wide-grip pull-ups
INJ_2210,Knee,Knee Osteoarthritis,Chronic/Recurring,Legs,Avoid deep squatting
INJ_2211,Shoulder,Shoulder Impingement,Rehabilitating,Pull (Back/Biceps),Substitute barbell bench with neutral-grip dumbbell press | Avoid wide-grip pull-ups
INJ_2212,Neck,Cervical Strain,Rehabilitating,Push (Chest/Shoulders/Triceps) & Core & Cardio,Avoid overhead presses if causing pain | Avoid heavy barbell shrugs
INJ_2213,Shoulder,Biceps Tendinitis,Mild,Push (Chest/Shoulders/Triceps) & Upper Body,Substitute barbell bench with neutral-grip dumbbell press | Avoid overhead pressing
INJ_2214,Lower Back,Muscle Spasm,Rehabilitating,Full Body & Core & Cardio,Keep spine neutral | Substitute sit-ups with planks or bird-dogs
INJ_2215,Knee,Patellar Tendinitis,Mild,Core & Cardio,"Keep knee flexion pain-free | Avoid high-impact jumps (Box Jumps, Burpees)"
INJ_2216,Ankle / Foot,Ankle Sprain,Moderate,Legs & Core & Cardio,Perform cardio on a stationary bike or swimming instead | Wear supportive footwear during lifts
INJ_2217,Shoulder,AC Joint Sprain,Rehabilitating,Pull (Back/Biceps) & Full Body,Keep elbows tucked during push-ups | Avoid wide-grip pull-ups
INJ_2218,Wrist / Elbow,Carpal Tunnel Syndrome,Rehabilitating,Upper Body & Pull (Back/Biceps),Avoid skull crushers | Substitute push-ups with forearm planks or knuckle push-ups
INJ_2219,Knee,Patellar Tendinitis,Mild,Full Body,Avoid deep squatting
INJ_2220,Ankle / Foot,Ankle Sprain,Moderate,Legs,Substitute standing calf raises with seated
INJ_2221,Ankle / Foot,Achilles Tendinitis,Chronic/Recurring,Legs & Full Body,Perform cardio on a stationary bike or swimming instead
INJ_2222,Ankle / Foot,Shin Splints,Rehabilitating,Full Body,Wear supportive footwear during lifts
INJ_2223,Neck,Cervical Strain,Mild,Core & Cardio,Avoid crunches where hands pull on the neck
INJ_2224,Wrist / Elbow,Carpal Tunnel Syndrome,Moderate,Upper Body,Substitute push-ups with forearm planks or knuckle push-ups
INJ_2225,Lower Back,Herniated Disc (Mild),Chronic/Recurring,Full Body,Substitute sit-ups with planks or bird-dogs
INJ_2226,Knee,Meniscus Tear (Mild),Rehabilitating,Legs,Keep knee flexion pain-free
INJ_2227,Wrist / Elbow,Wrist Sprain,Moderate,Upper Body & Pull (Back/Biceps),Avoid skull crushers
INJ_2228,Shoulder,Biceps Tendinitis,Chronic/Recurring,Push (Chest/Shoulders/Triceps) & Full Body,Keep elbows tucked during push-ups | Avoid overhead pressing
INJ_2229,Knee,Meniscus Tear (Mild),Rehabilitating,Core & Cardio,"Avoid high-impact jumps (Box Jumps, Burpees)"
INJ_2230,Lower Back,Lumbar Strain,Rehabilitating,Pull (Back/Biceps),Keep spine neutral | Avoid twisting core movements
INJ_2231,Shoulder,Biceps Tendinitis,Rehabilitating,Full Body & Upper Body,Avoid wide-grip pull-ups | Avoid overhead pressing
INJ_2232,Lower Back,Sciatica,Rehabilitating,Full Body & Pull (Back/Biceps),Avoid twisting core movements | Avoid heavy deadlifts and bent-over rows
INJ_2233,Wrist / Elbow,Golfer's Elbow,Chronic/Recurring,Push (Chest/Shoulders/Triceps) & Upper Body,Avoid skull crushers
INJ_2234,Knee,Knee Osteoarthritis,Mild,Full Body & Core & Cardio,Keep knee flexion pain-free | Avoid deep squatting
INJ_2235,Ankle / Foot,Flat Feet Pain,Chronic/Recurring,Core & Cardio & Full Body,"Avoid running, jumping, and high-impact cardio | Perform cardio on a stationary bike or swimming instead"
INJ_2236,Wrist / Elbow,Golfer's Elbow,Rehabilitating,Upper Body,Avoid skull crushers | Substitute push-ups with forearm planks or knuckle push-ups
INJ_2237,Shoulder,Shoulder Impingement,Rehabilitating,Upper Body,Avoid overhead pressing | Substitute barbell bench with neutral-grip dumbbell press
INJ_2238,Lower Back,Muscle Spasm,Rehabilitating,Pull (Back/Biceps),Avoid heavy deadlifts and bent-over rows | Keep spine neutral
INJ_2239,Shoulder,AC Joint Sprain,Rehabilitating,Pull (Back/Biceps) & Upper Body,Avoid overhead pressing
INJ_2240,Lower Back,SI Joint Dysfunction,Moderate,Pull (Back/Biceps) & Full Body,Substitute sit-ups with planks or bird-dogs
INJ_2241,Shoulder,Rotator Cuff Tendinitis,Chronic/Recurring,Push (Chest/Shoulders/Triceps),Avoid overhead pressing | Avoid wide-grip pull-ups
INJ_2242,Knee,Patellar Tendinitis,Chronic/Recurring,Core & Cardio & Legs,Substitute Squats/Lunges with Glute Bridges or Wall Sits
INJ_2243,Wrist / Elbow,TFCC Tear (Mild),Rehabilitating,Upper Body,Use neutral grips (hammer curls instead of regular)
INJ_2244,Lower Back,SI Joint Dysfunction,Mild,Full Body,Keep spine neutral
INJ_2245,Shoulder,Rotator Cuff Tendinitis,Rehabilitating,Pull (Back/Biceps) & Push (Chest/Shoulders/Triceps),Substitute barbell bench with neutral-grip dumbbell press
INJ_2246,Wrist / Elbow,Golfer's Elbow,Moderate,Pull (Back/Biceps) & Upper Body,Avoid skull crushers | Avoid heavy gripping (use straps for pulling)
INJ_2247,Ankle / Foot,Achilles Tendinitis,Moderate,Legs & Core & Cardio,"Perform cardio on a stationary bike or swimming instead | Avoid running, jumping, and high-impact cardio"
INJ_2248,Knee,Knee Osteoarthritis,Mild,Full Body & Legs,Keep knee flexion pain-free
INJ_2249,Wrist / Elbow,Golfer's Elbow,Moderate,Push (Chest/Shoulders/Triceps),Avoid skull crushers | Substitute push-ups with forearm planks or knuckle push-ups
