Meal_Name,Protein(g),Carbs(g),Fat(g),Calories,Goal
"Chapati (Soft Flatbread) with Maharagwe (Bean Stew), Spinach & Maziwa Lala (Fermented Milk 1 cup)",28,81,32,724,Muscle Gain
"Chapati (Soft Flatbread) with Pork Wet Fry, Spinach & Maziwa Lala (Fermented Milk 1 cup)",38,53,40,724,Weight Loss / Lean
"Chapati (Soft Flatbread) with Njahi (Black Bean Stew), Cabbage (Fried) & Roasted Peanuts (Handful)",29,80,32,724,Muscle Gain
"Pilau (Spiced Rice) with Mutura (African Sausage), Mixed Vegetables (Peas, Carrots) & Maziwa Lala (Fermented Milk 1 cup)",31,69,36,724,Weight Loss / Lean
"Mukimo (Mashed Potatoes & Greens) with Wet Fry Fish (Tilapia), Managu (African Nightshade) & Mandazi (1 pc)",39,79,28,724,Muscle Gain
"Githeri (Maize & Beans) with Nyama Choma (Roasted Beef/Goat), Managu (African Nightshade) & Roasted Peanuts (Handful)",48,52,36,724,Weight Loss / Lean
"Ugali (White Cornmeal) with Pork Wet Fry, Managu (African Nightshade) & Roasted Peanuts (Handful)",37,59,38,726,Weight Loss / Lean
"Mukimo (Mashed Potatoes & Greens) with Pork Wet Fry, Cabbage (Fried) & Maziwa Lala (Fermented Milk 1 cup)",38,67,34,726,Weight Loss / Lean
"Githeri (Maize & Beans) with Nyama Choma (Roasted Beef/Goat), Sukuma Wiki (Collard Greens) & Mandazi (1 pc)",43,71,30,726,Muscle Gain
"Mukimo (Mashed Potatoes & Greens) with Pork Wet Fry, Spinach & Roasted Peanuts (Handful)",38,56,39,727,Weight Loss / Lean
"Chapati (Soft Flatbread) with Beef Stew, Avocado (Half) & Mango (Slice)",30,73,35,727,Muscle Gain
"Mukimo (Mashed Potatoes & Greens) with Ndengu (Green Gram Stew), Sukuma Wiki (Collard Greens) & Mandazi (1 pc)",26,111,20,728,Muscle Gain
"Ugali Brown (Millet/Sorghum) with Nyama Choma (Roasted Beef/Goat), Avocado (Half) & Sweet Banana (Ndizi)",34,76,32,728,Muscle Gain
"Brown Rice with Maharagwe (Bean Stew), Sukuma Wiki (Collard Greens) & Mandazi (1 pc)",23,103,25,729,Muscle Gain
"Pilau (Spiced Rice) with Omena (Silver Cyprinid Stew), Cabbage (Fried) & Maziwa Lala (Fermented Milk 1 cup)",41,67,33,729,Weight Loss / Lean
"Mukimo (Mashed Potatoes & Greens) with Njahi (Black Bean Stew), Avocado (Half) & Mango (Slice)",24,111,21,729,Muscle Gain
"Matoke (Plantain Stew) with Maharagwe (Bean Stew), Mixed Vegetables (Peas, Carrots) & Mandazi (1 pc)",21,105,25,729,Muscle Gain
"Chapati (Soft Flatbread) with Wet Fry Fish (Tilapia), Cabbage (Fried) & Roasted Peanuts (Handful)",40,50,41,729,Weight Loss / Lean
"Chapati (Soft Flatbread) with Njahi (Black Bean Stew), Sukuma Wiki (Collard Greens) & Mandazi (1 pc)",26,98,26,730,Muscle Gain
"Nduma (Boiled Arrowroot) with Chicken Stew (Kuku Paka), Avocado (Half) & Mandazi (1 pc)",27,77,35,731,Muscle Gain
"Chapati (Soft Flatbread) with Mutura (African Sausage), Sukuma Wiki (Collard Greens) & Roasted Peanuts (Handful)",29,48,47,731,Weight Loss / Lean
"Githeri (Maize & Beans) with 2 Boiled Eggs, Avocado (Half) & Mandazi (1 pc)",29,75,35,731,Muscle Gain
"Pilau (Spiced Rice) with Maharagwe (Bean Stew), Cabbage (Fried) & Sweet Banana (Ndizi)",21,110,23,731,Muscle Gain
"Brown Rice with Nyama Choma (Roasted Beef/Goat), Avocado (Half) & Sweet Banana (Ndizi)",33,78,32,732,Muscle Gain
"Brown Rice with Maharagwe (Bean Stew), Cabbage (Fried) & Mandazi (1 pc)",22,105,25,733,Muscle Gain
"Matoke (Plantain Stew) with Mutura (African Sausage), Avocado (Half) & Sweet Banana (Ndizi)",20,78,38,734,Balanced / Maintenance
"Mukimo (Mashed Potatoes & Greens) with Wet Fry Fish (Tilapia), Avocado (Half) & Mango (Slice)",35,81,30,734,Muscle Gain
"Githeri (Maize & Beans) with Mutura (African Sausage), Avocado (Half) & Mango (Slice)",29,76,35,735,Muscle Gain
"Pilau (Spiced Rice) with Ndengu (Green Gram Stew), Avocado (Half) & Watermelon (Slice)",23,100,27,735,Muscle Gain
"Chapati (Soft Flatbread) with Mutura (African Sausage), Cabbage (Fried) & Roasted Peanuts (Handful)",28,50,47,735,Weight Loss / Lean
"White Rice with Chicken Stew (Kuku Paka), Avocado (Half) & Maziwa Lala (Fermented Milk 1 cup)",34,71,35,735,Muscle Gain
"Spaghetti with Maharagwe (Bean Stew), Sukuma Wiki (Collard Greens) & Roasted Peanuts (Handful)",30,84,31,735,Muscle Gain
"Pilau (Spiced Rice) with Omena (Silver Cyprinid Stew), Avocado (Half) & Pawpaw (Papaya Slice)",34,71,35,735,Muscle Gain
"Mukimo (Mashed Potatoes & Greens) with 2 Boiled Eggs, Avocado (Half) & Mandazi (1 pc)",23,80,36,736,Muscle Gain
"Chapati (Soft Flatbread) with Ndengu (Green Gram Stew), Mixed Vegetables (Peas, Carrots) & Mandazi (1 pc)",25,105,24,736,Muscle Gain
"Mukimo (Mashed Potatoes & Greens) with Maharagwe (Bean Stew), Spinach & Mandazi (1 pc)",24,104,25,737,Muscle Gain
"White Rice with Pork Wet Fry, Avocado (Half) & Mango (Slice)",29,81,33,737,Muscle Gain
"Pilau (Spiced Rice) with Wet Fry Fish (Tilapia), Managu (African Nightshade) & Maziwa Lala (Fermented Milk 1 cup)",44,66,33,737,Weight Loss / Lean
"White Rice with Maharagwe (Bean Stew), Avocado (Half) & Mango (Slice)",19,109,25,737,Balanced / Maintenance
"Mukimo (Mashed Potatoes & Greens) with Omena (Silver Cyprinid Stew), Avocado (Half) & Sweet Banana (Ndizi)",34,83,30,738,Muscle Gain
"Chapati (Soft Flatbread) with Nyama Choma (Roasted Beef/Goat), Mixed Vegetables (Peas, Carrots) & Mandazi (1 pc)",36,70,35,739,Muscle Gain
"Nduma (Boiled Arrowroot) with Mutura (African Sausage), Avocado (Half) & Roasted Peanuts (Handful)",25,54,47,739,Muscle Gain
"Pilau (Spiced Rice) with Omena (Silver Cyprinid Stew), Spinach & Mandazi (1 pc)",37,76,32,740,Muscle Gain
"Chapati (Soft Flatbread) with Nyama Choma (Roasted Beef/Goat), Sukuma Wiki (Collard Greens) & Roasted Peanuts (Handful)",40,46,44,740,Weight Loss / Lean
"Matoke (Plantain Stew) with Pork Wet Fry, Sukuma Wiki (Collard Greens) & Mandazi (1 pc)",31,73,36,740,Muscle Gain
"Chapati (Soft Flatbread) with Mutura (African Sausage), Sukuma Wiki (Collard Greens) & Mandazi (1 pc)",25,68,41,741,Muscle Gain
"Matoke (Plantain Stew) with Beef Stew, Avocado (Half) & Maziwa Lala (Fermented Milk 1 cup)",35,65,38,742,Weight Loss / Lean
"Pilau (Spiced Rice) with Chicken Stew (Kuku Paka), Cabbage (Fried) & Roasted Peanuts (Handful)",35,63,39,743,Weight Loss / Lean
"Githeri (Maize & Beans) with Nyama Choma (Roasted Beef/Goat), Avocado (Half) & Mango (Slice)",40,74,32,744,Muscle Gain
"Ugali (White Cornmeal) with Chicken Stew (Kuku Paka), Avocado (Half) & Maziwa Lala (Fermented Milk 1 cup)",34,71,36,744,Muscle Gain
"Chapati (Soft Flatbread) with Maharagwe (Bean Stew), Cabbage (Fried) & Maziwa Lala (Fermented Milk 1 cup)",27,85,33,745,Muscle Gain
"Chapati (Soft Flatbread) with Pork Wet Fry, Spinach & Roasted Peanuts (Handful)",37,46,46,746,Weight Loss / Lean
"Brown Rice with Maharagwe (Bean Stew), Avocado (Half) & Mango (Slice)",20,106,27,747,Balanced / Maintenance
"Ugali Brown (Millet/Sorghum) with Njahi (Black Bean Stew), Avocado (Half) & Maziwa Lala (Fermented Milk 1 cup)",31,93,28,748,Muscle Gain
"Pilau (Spiced Rice) with Nyama Choma (Roasted Beef/Goat), Cabbage (Fried) & Maziwa Lala (Fermented Milk 1 cup)",41,65,36,748,Weight Loss / Lean
"Nduma (Boiled Arrowroot) with Nyama Choma (Roasted Beef/Goat), Avocado (Half) & Roasted Peanuts (Handful)",36,52,44,748,Weight Loss / Lean
"Pilau (Spiced Rice) with Maharagwe (Bean Stew), Avocado (Half) & Passion Fruit (2 pcs)",21,92,33,749,Muscle Gain
"Ugali (White Cornmeal) with Njahi (Black Bean Stew), Avocado (Half) & Maziwa Lala (Fermented Milk 1 cup)",29,98,27,751,Muscle Gain
"Pilau (Spiced Rice) with Ndengu (Green Gram Stew), Avocado (Half) & Pawpaw (Papaya Slice)",23,104,27,751,Muscle Gain
"Pilau (Spiced Rice) with Wet Fry Fish (Tilapia), Sukuma Wiki (Collard Greens) & Roasted Peanuts (Handful)",42,58,39,751,Weight Loss / Lean
"Brown Rice with Njahi (Black Bean Stew), Avocado (Half) & Maziwa Lala (Fermented Milk 1 cup)",30,95,28,752,Muscle Gain
"Chapati (Soft Flatbread) with Pork Wet Fry, Mixed Vegetables (Peas, Carrots) & Roasted Peanuts (Handful)",37,52,44,752,Weight Loss / Lean
"White Rice with Mutura (African Sausage), Avocado (Half) & Maziwa Lala (Fermented Milk 1 cup)",28,68,41,753,Weight Loss / Lean
"Pilau (Spiced Rice) with Wet Fry Fish (Tilapia), Cabbage (Fried) & Roasted Peanuts (Handful)",41,60,39,755,Weight Loss / Lean
"Chapati (Soft Flatbread) with 2 Boiled Eggs, Avocado (Half) & Mandazi (1 pc)",22,70,43,755,Muscle Gain
"Pilau (Spiced Rice) with Ndengu (Green Gram Stew), Spinach & Mandazi (1 pc)",26,109,24,756,Muscle Gain
"Githeri (Maize & Beans) with Pork Wet Fry, Managu (African Nightshade) & Mandazi (1 pc)",41,74,33,757,Muscle Gain
"Matoke (Plantain Stew) with Pork Wet Fry, Avocado (Half) & Mango (Slice)",28,76,38,758,Muscle Gain
"Chapati (Soft Flatbread) with Nyama Choma (Roasted Beef/Goat), Managu (African Nightshade) & Mandazi (1 pc)",37,67,38,758,Weight Loss / Lean
"White Rice with Ndengu (Green Gram Stew), Avocado (Half) & Maziwa Lala (Fermented Milk 1 cup)",28,101,27,759,Muscle Gain
"Pilau (Spiced Rice) with Nyama Choma (Roasted Beef/Goat), Spinach & Mandazi (1 pc)",37,74,35,759,Muscle Gain
"Chapati (Soft Flatbread) with Wet Fry Fish (Tilapia), Avocado (Half) & Sweet Banana (Ndizi)",34,73,37,761,Muscle Gain
"Pilau (Spiced Rice) with Omena (Silver Cyprinid Stew), Cabbage (Fried) & Mandazi (1 pc)",36,80,33,761,Muscle Gain
"Ugali (White Cornmeal) with Beef Stew, Avocado (Half) & Mandazi (1 pc)",31,83,34,762,Muscle Gain
"Pilau (Spiced Rice) with Ndengu (Green Gram Stew), Sukuma Wiki (Collard Greens) & Roasted Peanuts (Handful)",30,91,31,763,Muscle Gain
"Chapati (Soft Flatbread) with Maharagwe (Bean Stew), Sukuma Wiki (Collard Greens) & Roasted Peanuts (Handful)",27,76,39,763,Muscle Gain
"Brown Rice with Mutura (African Sausage), Avocado (Half) & Maziwa Lala (Fermented Milk 1 cup)",29,65,43,763,Weight Loss / Lean
"Matoke (Plantain Stew) with Njahi (Black Bean Stew), Avocado (Half) & Maziwa Lala (Fermented Milk 1 cup)",28,93,31,763,Muscle Gain
"Pilau (Spiced Rice) with Nyama Choma (Roasted Beef/Goat), Mixed Vegetables (Peas, Carrots) & Mandazi (1 pc)",37,80,33,765,Muscle Gain
"Ugali (White Cornmeal) with Chicken Stew (Kuku Paka), Avocado (Half) & Roasted Peanuts (Handful)",33,64,42,766,Weight Loss / Lean
"Matoke (Plantain Stew) with Maharagwe (Bean Stew), Avocado (Half) & Sweet Banana (Ndizi)",18,106,30,766,Balanced / Maintenance
"Githeri (Maize & Beans) with Pork Wet Fry, Avocado (Half) & Mango (Slice)",37,76,35,767,Muscle Gain
"White Rice with Chicken Stew (Kuku Paka), Avocado (Half) & Mandazi (1 pc)",29,84,35,767,Muscle Gain
"Ugali (White Cornmeal) with Ndengu (Green Gram Stew), Avocado (Half) & Maziwa Lala (Fermented Milk 1 cup)",28,101,28,768,Muscle Gain
"Spaghetti with Njahi (Black Bean Stew), Avocado (Half) & Maziwa Lala (Fermented Milk 1 cup)",33,96,28,768,Muscle Gain
"Spaghetti with Omena (Silver Cyprinid Stew), Avocado (Half) & Maziwa Lala (Fermented Milk 1 cup)",43,66,37,769,Weight Loss / Lean
"Mukimo (Mashed Potatoes & Greens) with Chicken Stew (Kuku Paka), Avocado (Half) & Maziwa Lala (Fermented Milk 1 cup)",36,71,38,770,Muscle Gain
"Pilau (Spiced Rice) with Pork Wet Fry, Spinach & Roasted Peanuts (Handful)",38,56,44,772,Weight Loss / Lean
"Chapati (Soft Flatbread) with Pork Wet Fry, Sukuma Wiki (Collard Greens) & Mandazi (1 pc)",33,68,41,773,Weight Loss / Lean
"Pilau (Spiced Rice) with Nyama Choma (Roasted Beef/Goat), Sukuma Wiki (Collard Greens) & Mandazi (1 pc)",37,76,36,776,Muscle Gain
"Githeri (Maize & Beans) with Wet Fry Fish (Tilapia), Avocado (Half) & Maziwa Lala (Fermented Milk 1 cup)",48,63,37,777,Weight Loss / Lean
"Mukimo (Mashed Potatoes & Greens) with Omena (Silver Cyprinid Stew), Avocado (Half) & Maziwa Lala (Fermented Milk 1 cup)",41,68,38,778,Weight Loss / Lean
"Pilau (Spiced Rice) with Pork Wet Fry, Mixed Vegetables (Peas, Carrots) & Roasted Peanuts (Handful)",38,62,42,778,Weight Loss / Lean
"Spaghetti with Beef Stew, Avocado (Half) & Mandazi (1 pc)",35,81,35,779,Muscle Gain
"Brown Rice with Wet Fry Fish (Tilapia), Avocado (Half) & Roasted Peanuts (Handful)",40,58,43,779,Weight Loss / Lean
"Ugali Brown (Millet/Sorghum) with Njahi (Black Bean Stew), Avocado (Half) & Mandazi (1 pc)",26,106,28,780,Muscle Gain
"Matoke (Plantain Stew) with Ndengu (Green Gram Stew), Avocado (Half) & Maziwa Lala (Fermented Milk 1 cup)",27,96,32,780,Muscle Gain
"Ugali Brown (Millet/Sorghum) with Omena (Silver Cyprinid Stew), Avocado (Half) & Mandazi (1 pc)",36,76,37,781,Muscle Gain
"White Rice with Ndengu (Green Gram Stew), Avocado (Half) & Roasted Peanuts (Handful)",27,94,33,781,Muscle Gain
"Spaghetti with Chicken Stew (Kuku Paka), Avocado (Half) & Roasted Peanuts (Handful)",37,62,43,783,Weight Loss / Lean
"Ugali (White Cornmeal) with Mutura (African Sausage), Avocado (Half) & Roasted Peanuts (Handful)",27,61,48,784,Weight Loss / Lean
"Pilau (Spiced Rice) with Mutura (African Sausage), Avocado (Half) & Mango (Slice)",23,81,41,785,Muscle Gain
"White Rice with Maharagwe (Bean Stew), Avocado (Half) & Maziwa Lala (Fermented Milk 1 cup)",26,96,33,785,Muscle Gain
"Pilau (Spiced Rice) with Wet Fry Fish (Tilapia), Avocado (Half) & Sweet Banana (Ndizi)",35,83,35,787,Muscle Gain
"Pilau (Spiced Rice) with Pork Wet Fry, Mixed Vegetables (Peas, Carrots) & Mandazi (1 pc)",34,82,36,788,Muscle Gain
"Chapati (Soft Flatbread) with Chicken Stew (Kuku Paka), Avocado (Half) & Maziwa Lala (Fermented Milk 1 cup)",35,61,45,789,Weight Loss / Lean
"Mukimo (Mashed Potatoes & Greens) with Chicken Stew (Kuku Paka), Avocado (Half) & Roasted Peanuts (Handful)",35,64,44,792,Weight Loss / Lean
"Ugali (White Cornmeal) with Nyama Choma (Roasted Beef/Goat), Avocado (Half) & Roasted Peanuts (Handful)",38,59,45,793,Weight Loss / Lean
"Brown Rice with Nyama Choma (Roasted Beef/Goat), Avocado (Half) & Roasted Peanuts (Handful)",39,56,46,794,Weight Loss / Lean
"White Rice with Nyama Choma (Roasted Beef/Goat), Avocado (Half) & Mandazi (1 pc)",34,79,38,794,Muscle Gain
"Pilau (Spiced Rice) with Maharagwe (Bean Stew), Managu (African Nightshade) & Roasted Peanuts (Handful)",29,87,37,797,Muscle Gain
"Pilau (Spiced Rice) with Pork Wet Fry, Sukuma Wiki (Collard Greens) & Mandazi (1 pc)",34,78,39,799,Muscle Gain
"Ugali (White Cornmeal) with Ndengu (Green Gram Stew), Avocado (Half) & Mandazi (1 pc)",23,114,28,800,Muscle Gain
"Spaghetti with Mutura (African Sausage), Avocado (Half) & Roasted Peanuts (Handful)",31,59,49,801,Weight Loss / Lean
"Matoke (Plantain Stew) with Pork Wet Fry, Avocado (Half) & Maziwa Lala (Fermented Milk 1 cup)",35,63,46,806,Weight Loss / Lean
"Matoke (Plantain Stew) with Maharagwe (Bean Stew), Avocado (Half) & Maziwa Lala (Fermented Milk 1 cup)",25,91,38,806,Muscle Gain
"White Rice with Maharagwe (Bean Stew), Avocado (Half) & Roasted Peanuts (Handful)",25,89,39,807,Muscle Gain
"Githeri (Maize & Beans) with Wet Fry Fish (Tilapia), Avocado (Half) & Mandazi (1 pc)",43,76,37,809,Muscle Gain
"Mukimo (Mashed Potatoes & Greens) with Mutura (African Sausage), Avocado (Half) & Roasted Peanuts (Handful)",29,61,50,810,Weight Loss / Lean
"Chapati (Soft Flatbread) with Ndengu (Green Gram Stew), Avocado (Half) & Maziwa Lala (Fermented Milk 1 cup)",29,91,37,813,Muscle Gain
"Githeri (Maize & Beans) with Nyama Choma (Roasted Beef/Goat), Avocado (Half) & Roasted Peanuts (Handful)",46,54,46,814,Weight Loss / Lean
"Brown Rice with Maharagwe (Bean Stew), Avocado (Half) & Roasted Peanuts (Handful)",26,86,41,817,Muscle Gain
"Spaghetti with Ndengu (Green Gram Stew), Avocado (Half) & Mandazi (1 pc)",27,112,29,817,Muscle Gain
"Chapati (Soft Flatbread) with Omena (Silver Cyprinid Stew), Avocado (Half) & Roasted Peanuts (Handful)",39,51,51,819,Weight Loss / Lean
"Ugali Brown (Millet/Sorghum) with Pork Wet Fry, Avocado (Half) & Mandazi (1 pc)",33,76,43,823,Muscle Gain
"Pilau (Spiced Rice) with Beef Stew, Avocado (Half) & Roasted Peanuts (Handful)",37,63,47,823,Weight Loss / Lean
"Mukimo (Mashed Potatoes & Greens) with Ndengu (Green Gram Stew), Avocado (Half) & Mandazi (1 pc)",25,114,30,826,Muscle Gain
"Pilau (Spiced Rice) with Mutura (African Sausage), Avocado (Half) & Maziwa Lala (Fermented Milk 1 cup)",30,68,49,833,Weight Loss / Lean
"Chapati (Soft Flatbread) with Ndengu (Green Gram Stew), Avocado (Half) & Roasted Peanuts (Handful)",28,84,43,835,Muscle Gain
"Chapati (Soft Flatbread) with Maharagwe (Bean Stew), Avocado (Half) & Maziwa Lala (Fermented Milk 1 cup)",27,86,43,839,Muscle Gain
"Mukimo (Mashed Potatoes & Greens) with Pork Wet Fry, Avocado (Half) & Roasted Peanuts (Handful)",37,61,50,842,Weight Loss / Lean
"Chapati (Soft Flatbread) with Ndengu (Green Gram Stew), Avocado (Half) & Mandazi (1 pc)",24,104,37,845,Muscle Gain
"Pilau (Spiced Rice) with Wet Fry Fish (Tilapia), Avocado (Half) & Mandazi (1 pc)",37,81,43,859,Muscle Gain
"Pilau (Spiced Rice) with Ndengu (Green Gram Stew), Avocado (Half) & Roasted Peanuts (Handful)",29,94,41,861,Muscle Gain
"Chapati (Soft Flatbread) with Pork Wet Fry, Avocado (Half) & Roasted Peanuts (Handful)",36,51,57,861,Weight Loss / Lean
